,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,target,x1_type2,x1_type3,x1_type4
49,4501,200,0,0,0,1,12,0.0,0,0,0,18,0,0,69.4,1175,0,False,False,True
50,2210,200,0,0,11,37,333,0.0,6,4,3,12413,2,0,95.7,238,0,False,True,False
51,1751,200,0,0,2,8,36,0.0,1,11,0,18,0,0,113.0,1656,0,False,False,False
52,2653,468,0,0,0,4,10,0.0,0,186,0,10,0,0,117.2,1253,0,False,False,False
53,2363,200,0,0,0,0,44,0.0,0,0,0,36,0,0,129.2,7,0,False,True,False
54,3851,200,0,0,0,108,15,0.0,0,136,0,24,0,0,81.5,1007,0,False,False,True
55,1830,200,0,0,6,135,65,0.0,1,189,0,14,0,0,126.2,1193,0,False,False,False
56,2432,200,0,0,0,254,19,0.0,3,2,0,10,0,0,66.4,1020,0,False,False,True
57,7789,200,0,0,4,5,116,0.1,4,2,2,1368,0,0,158.3,64,0,False,True,False
58,2901,200,0,0,1,0,137,0.0,4,0,0,269,0,0,134.2,43,0,False,True,False
59,8483,7550,0,0,0,7,2,0.0,0,0,0,9,0,0,58.1,382,1,True,False,False
60,4817,200,0,0,2,6,91,0.0,2,5,0,25,0,0,129.9,45,1,False,True,False
61,1368,200,0,0,0,0,23,0.0,0,14,0,14,0,0,77.4,1506,0,False,False,True
62,1149,349,0,0,3,0,281,0.0,2,1,0,301,0,0,147.6,130,0,False,True,False
63,1370,200,0,0,1,3,156,0.0,2,0,0,2432,0,0,154.2,14,0,False,True,False
64,2022,375,0,0,2,11,49,0.0,2,2,0,28,0,0,86.5,1187,0,False,False,False
65,2581,200,0,0,0,0,31,0.0,2,0,0,27,0,0,130.9,9,0,False,True,False
66,4031,200,0,0,2,3,23,0.0,0,12,1,20,0,0,90.5,1060,0,False,False,False
67,2248,200,0,0,2,5,209,0.0,2,1,0,118,0,0,163.2,47,1,False,True,False
68,2806,200,0,0,3,3,16,0.0,0,1,0,21,0,0,68.5,321,0,True,False,False
69,1926,200,0,0,2,24,76,0.0,0,3,0,11,0,0,97.5,1187,0,False,False,False
70,3592,592,0,0,0,6,8,0.0,0,0,0,22,0,0,63.3,257,0,True,False,False
71,1428,628,0,0,0,211,99,0.0,1,0,0,18,0,0,44.8,672,0,True,False,False
72,3005,200,0,0,3,3,72,0.0,3,13,0,117,0,0,68.3,1268,0,False,True,False
73,1386,200,0,0,0,1,8,0.0,0,65,0,14,0,0,105.1,1149,0,False,False,False
74,6713,200,0,0,2,9,25,0.0,0,206,0,8,0,0,113.4,1266,0,False,False,False
75,21986,200,0,0,0,0,11,0.0,0,0,0,32,0,0,132.8,7,0,False,True,False
76,1618,200,0,0,1,25,33,0.0,0,1,0,21,0,0,68.4,318,0,True,False,False
77,1662,862,0,0,1,8,42,0.0,2,176,0,13,0,0,125.9,1055,1,False,False,False
78,3803,200,0,0,0,167,22,0.0,0,2,0,38,0,0,44.6,515,0,True,False,False
79,1203,403,0,0,0,0,5,0.0,0,2,0,12,0,0,94.9,1267,0,False,False,False
80,9097,200,0,0,1,1,19,0.0,1,2,0,21,1,0,81.9,1071,0,False,False,True
81,5606,200,0,0,1,81,15,0.0,0,1,0,39,0,0,53.1,550,0,True,False,False
82,4946,200,0,0,0,1,85,0.0,2,1,0,109,0,0,124.4,109,0,False,True,False
83,2118,200,0,0,3,14,192,0.0,2,0,0,1911,0,0,123.1,16,0,False,True,False
84,4856,200,0,0,0,25,85,0.0,2,0,0,63,0,0,139.5,30,0,False,True,False
85,1666,866,0,0,1,0,64,0.0,1,0,0,76,0,0,133.2,14,0,False,True,False
86,1434,634,0,0,2,41,324,0.0,5,9,0,83,0,0,55.5,1079,0,False,True,False
87,4353,200,0,0,2,2,10,0.0,0,0,0,29,0,0,61.9,408,0,True,False,False
88,4086,200,0,0,0,2,7,0.0,0,271,0,8,0,0,111.0,1515,1,False,False,False
89,1907,375,0,0,1,1,53,0.0,1,0,1,245,0,0,156.1,53,0,False,True,False
90,4105,200,0,0,0,3,6,0.0,0,0,0,11,0,0,63.2,129,0,True,False,False
91,1677,200,0,0,3,53,41,0.0,1,39,0,27,0,0,102.7,1282,0,False,False,False
92,2416,200,0,0,14,4,1621,0.0,22,7,3,903,0,0,59.5,988,0,False,True,False
93,2405,200,0,0,0,61,14,0.0,0,38,0,8,0,0,81.4,1142,1,False,False,True
94,3194,200,0,0,3,62,129,0.0,2,246,1,23,0,0,133.3,1561,0,False,False,False
95,1725,550,0,2,2,4,24,0.0,2,42,0,22,0,0,86.5,1070,0,False,False,False
96,2864,587,0,0,0,0,61,0.0,1,130,0,66,0,0,176.5,45,0,False,True,False
97,1350,550,0,0,0,3,5,0.0,0,0,0,5,0,0,50.9,541,0,True,False,False
98,1754,200,0,0,2,3,33,0.0,0,0,0,17,0,0,86.7,1114,0,False,False,False
99,1000,200,0,0,1,11,23,0.0,0,0,0,18,0,0,56.9,420,0,True,False,False
100,1508,200,0,0,0,11,2,0.0,0,0,0,4,0,0,45.3,672,0,True,False,False
101,12735,200,0,0,0,0,9,0.0,0,0,0,18,0,0,78.8,1007,0,False,False,True
102,3641,200,0,0,1,0,99,0.0,1,0,0,243,0,0,122.8,57,0,False,True,False
103,2031,1231,0,0,0,36,39,0.0,0,0,0,44,0,0,109.3,1056,0,False,True,False
104,1316,516,0,0,5,0,170,0.0,2,0,0,919,0,0,128.9,30,0,False,True,False
105,1343,200,0,0,2,2,57,0.0,1,4,0,1118,0,0,148.0,31,0,False,True,False
106,2402,550,1,1,17,74,1006,0.0,12,3,5,3440,4,0,144.2,60,0,False,True,False
107,4164,200,0,0,6,2,670,0.2,6,0,5,3385,3,0,181.8,15,0,False,True,False
108,2400,200,0,0,0,577,19,0.0,1,181,0,13,0,0,79.4,1242,0,False,False,True
109,3135,200,0,0,1,0,68,0.0,0,0,0,151,0,0,132.1,13,0,False,True,False
110,3821,200,0,0,0,0,22,0.0,0,0,0,24,0,0,150.8,35,0,False,True,False
111,2912,200,0,0,0,49,12,0.0,0,0,0,11,0,0,46.6,627,0,True,False,False
112,1647,200,0,0,0,6,27,0.0,4,0,0,18,0,0,57.4,1066,0,False,False,True
113,7149,398,0,0,6,2,396,0.0,4,0,0,2399,7,0,124.7,26,0,False,True,False
114,3450,200,0,0,2,15,23,0.0,3,4,0,10,0,0,85.1,1053,0,False,False,False
115,6017,1600,0,0,0,4,12,0.0,0,0,0,47,0,0,132.5,8,0,False,True,False
116,8807,657,0,0,0,5,28,0.0,0,0,0,18,0,0,85.5,1161,0,False,False,False
117,2872,200,0,0,1,2,15,0.0,0,1,0,4,0,0,94.5,1105,0,False,False,False
118,3043,200,0,0,7,3,2079,0.3,15,18,1,88,0,0,146.6,24,0,False,True,False
119,2765,550,0,0,0,22,74,0.0,0,0,0,58,0,0,63.2,1140,0,False,True,False
120,4988,200,0,0,0,0,5,0.0,0,0,0,10,0,0,67.9,482,0,True,False,False
121,1653,200,0,0,3,8,220,0.0,5,10,0,195,0,0,70.2,1477,0,False,True,False
122,1704,200,0,0,1,6,76,0.0,0,0,0,57,0,0,125.8,12,0,False,True,False
123,2883,200,0,0,3,0,233,0.0,3,0,0,342,2,0,150.3,21,0,False,True,False
124,4542,550,0,0,10,48,468,0.0,8,1,2,173,0,0,140.5,44,1,False,True,False
125,1728,403,0,0,0,0,77,0.0,0,0,0,438,0,0,131.5,29,0,False,True,False
126,9986,200,0,0,1,0,6,0.0,0,2,0,20,0,0,144.7,31,0,False,True,False
127,2108,200,0,0,0,0,64,0.0,0,2,0,305,0,0,148.0,45,0,False,True,False
128,2862,400,0,0,16,6,1645,0.0,15,2,6,1686,5,0,325.3,19,0,False,True,False
129,1374,375,0,0,2,1,227,0.0,3,0,1,10948,1,0,126.9,10,0,False,True,False
130,5474,200,0,0,0,16,17,0.0,4,0,0,22,0,0,68.9,1320,0,False,True,False
131,4817,200,0,0,2,5,50,0.0,1,6,1,19,0,0,86.5,1609,0,False,False,False
132,5743,393,0,0,0,5,1,0.0,0,0,0,24,0,0,45.0,622,0,True,False,False
133,3468,200,0,0,2,7,194,0.0,1,0,0,45,0,0,123.6,15,0,False,True,False
134,2052,200,0,0,11,1,456,0.0,4,0,2,379,1,0,132.8,23,0,False,True,False
135,1664,548,0,0,1,41,94,0.0,1,0,1,126,0,0,128.6,24,0,False,True,False
136,1730,200,0,0,0,5,43,0.0,0,36,0,22,0,0,90.3,1166,0,False,False,False
137,2320,200,0,0,1,8,53,0.0,1,56,0,9,0,0,99.5,1135,0,False,False,False
138,3090,200,0,0,0,0,71,0.0,0,0,0,626,0,0,150.1,10,0,False,True,False
139,1737,200,0,0,0,26,123,0.0,1,15,0,1392,0,0,137.3,17,0,False,True,False
140,3270,200,0,0,1,4,82,0.0,1,5,1,57,0,0,145.2,74,0,False,True,False
141,5204,200,0,0,3,0,192,0.0,3,2,0,642,3,0,124.4,28,0,False,True,False
142,1677,200,0,0,0,1,47,0.0,0,1,0,38,0,0,133.2,19,0,False,True,False
143,2619,582,0,0,0,4,19,0.0,0,0,0,27,0,0,144.4,567,0,False,True,False
144,5212,1031,0,0,2,32,105,0.0,2,0,1,94,0,0,127.7,28,0,False,True,False
145,1726,200,0,0,2,0,145,0.0,3,0,0,2551,0,0,169.9,148,0,False,True,False
146,2612,200,0,0,0,144,1,0.0,0,0,0,14,0,0,44.4,713,0,True,False,False
147,1394,200,0,0,5,2,807,0.0,5,9,0,2380,5,0,124.7,88,0,False,True,False
148,4531,533,0,0,0,15,26,0.0,0,0,0,30,0,0,112.9,1470,0,False,True,False
149,1899,200,0,0,0,6,46,0.0,0,0,0,18,0,0,37.6,21,0,False,False,True
150,1399,200,0,0,0,0,12,0.0,0,43,0,27,0,0,92.0,997,0,False,False,False
151,9109,636,0,0,2,0,183,0.0,1,0,0,254,0,0,140.7,4,1,False,True,False
152,2400,401,0,0,8,5,222,0.0,6,1,0,377,0,2,134.2,28,0,False,True,False
153,4942,200,0,0,1,16,259,0.0,4,3,0,314,0,0,107.9,1443,0,False,True,False
154,4560,200,0,0,4,0,140,0.0,2,0,1,100,2,0,128.6,6,0,False,True,False
155,2277,200,0,0,6,0,368,2.3,4,0,0,886,7,0,124.2,12,0,False,True,False
156,5204,200,0,0,1,0,94,0.0,1,0,0,312,1,0,124.8,22,0,False,True,False
157,1700,557,0,0,0,34,24,0.0,1,1,2,33,0,1,145.1,24,0,False,True,False
158,1959,200,0,0,2,15,52,0.0,1,205,0,7,0,0,131.0,1351,0,False,False,False
159,1191,391,0,0,1,8,61,0.0,1,0,0,22,0,0,137.7,25,0,False,True,False
160,1338,200,0,0,1,0,64,0.0,1,4,0,137,0,0,131.3,29,0,False,True,False
161,3514,550,0,0,0,0,45,0.0,0,16,0,209,0,0,126.6,118,0,False,True,False
162,4278,613,0,0,0,3,19,0.0,0,42,0,12,0,0,60.0,1217,0,False,False,True
163,1000,200,0,0,0,67,13,0.0,0,99,0,18,0,0,78.3,1077,0,False,False,True
164,7706,200,0,0,2,1,223,0.0,5,1,0,3597,0,0,151.5,41,0,False,True,False
165,1355,200,0,0,2,15,71,0.0,1,2,1,160,0,0,138.6,26,0,False,True,False
166,6083,200,0,0,0,23,70,0.0,0,0,0,49,0,0,45.7,307,0,True,False,False
167,2527,502,0,0,0,163,1,0.0,0,1,0,12,0,0,44.6,689,0,True,False,False
168,1373,200,0,0,3,0,150,0.0,3,0,0,3825,0,0,138.5,13,0,False,True,False
169,2512,200,0,0,3,105,162,0.0,3,0,1,40,0,0,134.3,65,0,False,True,False
170,10536,200,0,0,2,1,20,0.0,1,1,0,16,0,0,113.4,1098,0,False,False,False
171,3254,200,0,0,0,0,11,0.0,0,0,0,9,0,0,92.6,1184,0,False,False,False
172,63454,900,0,0,0,10,24,0.0,8,7,0,10,0,0,64.7,1628,0,False,False,True
173,2977,571,0,0,0,8,131,0.0,1,0,0,41,0,0,37.8,52,0,False,False,True
174,1140,200,0,0,1,14,151,0.1,1,0,0,65,0,0,134.7,83,0,False,True,False
175,1555,200,0,0,6,9,528,0.0,7,13,1,275,0,0,74.3,1383,1,False,True,False
176,3377,200,0,0,1,1,35,0.0,0,0,0,31,0,0,151.4,183,0,False,True,False
177,1634,200,0,0,0,0,4,0.0,0,0,0,11,0,0,63.5,338,0,True,False,False
178,2740,200,0,0,0,8,12,0.0,1,37,0,15,0,0,126.0,1076,0,False,False,False
179,1364,200,0,0,6,11,1008,0.0,11,15,1,699,0,0,70.6,1319,0,False,True,False
180,4455,200,0,0,1,0,41,0.0,0,1,0,81,0,0,136.7,39,0,False,True,False
181,1120,320,0,0,0,22,152,0.0,11,4,0,75,0,0,58.5,1215,0,False,True,False
182,1816,1016,0,0,0,4,56,0.0,0,0,0,67,0,0,166.0,14,0,False,True,False
183,1683,316,0,0,0,0,262,0.0,3,0,2,1099,3,0,117.5,5,0,False,True,False
184,3875,200,0,0,2,8,22,0.0,0,43,0,19,0,0,101.4,1077,0,False,False,False
185,1709,550,1,0,1,1,23,0.0,1,102,0,12,0,0,111.0,900,1,False,False,False
186,1528,418,0,0,0,4,22,0.0,0,0,0,5,0,0,100.6,1074,0,False,False,False
187,2095,200,0,0,1,2,12,0.0,0,254,0,15,0,0,119.2,1399,0,False,False,False
188,1393,593,0,0,6,26,524,0.1,4,1,1,525,0,0,370.0,28,0,False,True,False
189,5960,200,0,0,0,5,22,0.0,2,2,0,13,0,0,69.7,1200,0,False,False,True
190,1357,375,0,0,3,6,221,0.0,5,11,1,207,0,0,71.1,1401,0,False,True,False
191,1535,200,0,0,1,5,11,0.0,0,3,0,10,0,0,54.8,523,0,True,False,False
192,5612,200,0,0,0,2,18,0.0,0,164,0,13,0,0,82.3,1433,0,False,False,True
193,2249,395,0,0,0,0,17,0.0,0,38,1,5,0,0,90.8,945,0,False,False,False
194,1714,200,0,0,0,0,32,0.0,0,0,0,68,0,0,140.5,27,0,False,True,False
195,4251,200,0,0,1,16,125,0.0,2,0,1,196,0,0,129.6,23,1,False,True,False
196,1578,200,0,0,1,0,202,0.0,3,0,0,436,0,0,136.0,18,0,False,True,False
197,1408,200,0,0,1,1,11,0.0,0,2,0,16,0,0,94.3,1069,0,False,False,False
198,2397,200,0,0,0,0,27,0.0,0,0,0,35,0,0,156.5,17,0,False,True,False
199,1350,384,0,0,2,9,18,0.0,2,38,1,18,0,0,108.6,1186,0,False,False,False
200,1390,200,0,0,9,22,407,0.0,8,3,2,1048,1,0,152.1,42,0,False,True,False
201,4614,622,0,0,18,5,2011,0.4,19,5,11,2025,46,2,152.3,93,1,False,True,False
202,1423,200,0,0,0,3,9,0.0,0,202,0,15,0,0,104.2,1154,0,False,False,False
203,4490,200,0,0,0,472,28,0.0,0,134,0,14,0,0,70.0,1033,0,False,False,True
204,1341,550,1,0,2,2,80,0.0,1,1,1,6,0,0,92.1,1284,0,False,False,False
205,6255,200,0,1,1,20,107,0.0,2,0,2,1548,0,0,128.7,35,1,False,True,False
206,2088,200,0,0,0,298,22,0.0,2,168,0,7,0,0,82.2,1388,0,False,False,True
207,9458,200,0,0,7,145,1961,0.0,71,13,7,3110,0,1,70.8,1292,1,False,True,False
208,1357,550,1,0,2,3,23,0.0,1,234,0,15,0,0,123.3,1300,0,False,False,False
209,1788,200,0,0,0,4,34,0.0,0,1,0,42,0,0,111.2,1350,0,False,True,False
210,3676,200,0,0,0,4,4,0.0,0,0,0,17,0,0,44.4,705,0,True,False,False
211,1156,356,0,0,0,402,18,0.0,0,48,0,9,0,0,72.6,1104,0,False,False,True
212,78418,200,0,0,0,1,17,0.0,0,0,0,16,0,0,134.0,35,0,False,True,False
213,2429,550,0,0,2,1,192,0.0,3,1,0,168,1,0,37.1,769,0,False,True,False
214,2192,200,0,0,0,0,4,0.0,0,0,0,5,0,0,70.5,282,0,True,False,False
215,2341,1600,0,0,0,66,16,0.0,1,18,0,11,0,0,63.6,1142,0,False,False,True
216,1998,200,0,0,0,185,57,0.0,1,0,0,20,0,0,46.1,682,0,True,False,False
217,2012,200,0,0,0,426,32,0.0,0,130,0,12,0,0,74.6,884,0,False,False,True
218,6992,550,0,0,0,1,4,0.0,0,0,0,9,0,0,67.7,399,0,True,False,False
219,1686,886,0,0,6,10,130,0.0,2,68,1,119,0,0,121.3,1596,0,False,False,False
220,2068,550,0,0,0,114,2,0.0,0,1,0,21,0,0,48.0,781,0,True,False,False
221,3470,424,0,0,0,14,68,0.0,0,1,0,102,0,0,111.3,1237,0,False,True,False
222,1697,200,0,0,2,6,27,0.0,0,0,0,11,0,0,43.0,334,0,True,False,False
223,4535,200,0,0,4,7,18,0.0,0,0,0,73,0,0,61.6,349,0,True,False,False
224,3361,200,0,1,13,26,1746,0.0,16,18,4,1310,0,1,54.3,1282,0,False,True,False
225,1000,375,0,1,4,7,585,0.0,5,18,2,798,0,1,131.2,138,1,False,True,False
226,4871,323,0,0,7,4,1213,0.1,8,0,2,1178,4,0,135.5,22,0,False,True,False
227,1350,200,0,0,2,0,64,0.0,1,10,0,210,0,0,133.9,70,0,False,True,False
228,1000,200,0,0,15,19,114,0.0,2,94,1,16,0,0,136.9,1353,1,False,False,False
229,1337,375,0,0,6,13,827,0.0,9,12,1,2460,0,0,55.7,1243,0,False,True,False
230,1690,200,0,0,3,3,18,0.0,0,235,0,20,0,0,104.0,1329,0,False,False,False
231,4274,200,0,0,6,14,394,0.0,9,12,0,190,0,0,70.8,1529,0,False,True,False
232,1401,456,0,0,0,526,24,0.0,0,77,0,13,0,0,78.7,953,0,False,False,True
233,1192,392,0,0,0,1,15,0.0,0,0,0,9,0,0,92.8,1111,0,False,False,False
234,5221,200,0,0,3,31,126,0.0,2,1,2,159,0,0,137.4,65,0,False,True,False
235,5885,200,0,0,14,133,373,0.0,14,1,2,1443,1,1,129.3,80,0,False,True,False
236,1147,347,0,0,7,10,333,0.0,7,1,2,2850,1,0,150.9,25,0,False,True,False
237,1524,200,0,0,3,40,24,0.0,1,31,0,2,0,0,95.7,1384,0,False,False,False
238,3078,200,0,0,3,0,180,0.0,3,0,0,594,0,0,167.4,28,0,False,True,False
239,5926,200,0,0,2,17,37,0.0,2,43,0,5,0,0,113.0,1264,0,False,False,False
240,1415,615,0,0,6,10,489,0.0,9,12,1,339,0,0,71.3,1433,0,False,True,False
241,3226,717,0,0,0,0,101,0.0,0,0,0,109,0,0,125.3,13,0,False,True,False
242,1338,200,0,0,0,2,17,0.0,0,0,0,5,0,0,102.4,1220,0,False,False,False
243,2364,200,0,0,0,0,86,0.0,0,0,0,261,0,0,126.3,26,0,False,True,False
244,6751,200,0,0,7,147,1994,0.0,72,13,7,4194,0,1,70.9,1328,1,False,True,False
245,1316,516,0,0,0,478,22,0.0,2,100,0,13,0,0,72.9,1077,0,False,False,True
246,4579,200,0,0,0,0,65,0.0,0,0,0,197,0,0,144.0,21,0,False,True,False
247,2824,200,0,0,1,14,179,0.1,2,0,0,42,2,0,185.1,38,0,False,True,False
248,1998,303,0,0,2,17,132,0.0,2,0,1,312,0,0,133.2,26,0,False,True,False
249,1749,536,0,0,0,3,19,0.0,0,0,0,6,0,0,92.5,1052,0,False,False,False
250,2871,200,0,1,1,13,105,0.0,1,1,0,18,0,0,148.4,46,1,False,True,False
251,1461,200,0,0,4,31,74,0.0,2,3,1,35,0,0,111.0,1296,0,False,False,False
252,4467,530,0,0,2,5,12,0.0,0,0,2,26,0,0,96.8,1087,0,False,False,False
253,2794,200,0,0,0,121,8,0.0,0,0,0,18,0,0,41.5,600,0,True,False,False
254,2085,200,0,0,1,4,11,0.0,0,0,0,71,1,0,45.8,623,0,True,False,False
255,5043,200,0,0,0,0,62,0.0,0,0,0,152,0,0,138.6,8,0,False,True,False
256,1537,364,0,0,5,15,253,0.0,2,0,1,472,0,0,144.9,27,0,False,True,False
257,2364,200,0,0,1,4,23,0.0,0,0,0,1,0,0,81.3,1191,0,False,False,False
258,2484,200,0,0,0,93,1,0.0,0,0,0,3,0,0,46.5,674,0,True,False,False
259,4159,480,0,0,2,1,10,0.0,0,1,0,5,0,0,96.3,1122,0,False,False,False
260,3251,200,0,0,2,1,399,0.0,15,0,0,195,0,0,137.7,49,0,False,True,False
261,2376,1600,0,0,0,1,13,0.0,0,198,0,8,0,0,94.0,1140,0,False,False,False
262,1685,200,0,0,8,67,215,0.0,7,0,2,1415,0,0,134.9,55,0,False,True,False
263,2194,340,0,0,13,150,744,0.0,7,3,11,2241,3,1,143.6,110,0,False,True,False
264,1456,200,0,0,2,5,10,0.0,0,1,0,5,0,0,49.0,520,0,True,False,False
265,1360,375,0,1,2,2,22,0.0,0,15,0,8,0,0,97.3,1142,0,False,False,False
266,4834,540,0,0,0,11,3,0.0,0,0,0,52,0,0,64.3,402,0,True,False,False
267,2423,571,0,0,2,25,73,0.0,1,2,0,36,0,0,74.6,365,0,True,False,False
268,2221,200,0,0,10,48,712,0.0,8,2,3,244,0,0,137.8,65,0,False,True,False
269,1667,200,0,0,2,57,8,0.0,0,0,0,13,0,0,59.7,439,0,True,False,False
270,4546,200,0,0,15,3,35,0.0,1,6,0,36,0,0,124.7,761,0,False,False,False
271,1732,200,0,0,1,4,17,0.0,0,239,0,16,0,0,112.1,1314,0,False,False,False
272,2393,550,1,0,39,24,5522,0.0,45,110,5,1044,0,0,150.8,46,1,False,True,False
273,4304,200,0,0,1,4,17,0.0,0,0,0,11,0,0,61.3,551,0,True,False,False
274,1395,200,0,0,0,2,13,0.0,0,14,0,9,0,0,126.4,1126,0,False,False,False
275,2201,200,0,0,2,13,333,0.0,3,38,1,61,0,0,147.6,41,0,False,True,False
276,1730,200,0,0,3,129,1095,0.0,44,10,2,4100,0,0,69.6,1364,0,False,True,False
277,5572,200,0,0,77,3,818,0.5,33,1,6,1061,24,2,146.7,11,0,False,True,False
278,1758,958,0,0,0,0,27,0.0,1,0,0,58,0,0,203.3,19,0,False,True,False
279,2936,200,0,0,3,9,173,0.0,3,9,0,153,0,0,70.3,1373,0,False,True,False
280,1368,568,0,0,4,61,76,0.0,4,3,0,3,0,0,98.5,1186,0,False,False,False
281,1380,200,0,0,2,78,62,0.0,1,173,0,13,0,0,106.4,1431,0,False,False,False
282,2440,200,0,0,8,2,952,0.0,10,3,2,795,4,0,133.5,66,1,False,True,False
283,1000,200,0,0,3,72,725,0.0,41,13,3,721,0,0,70.6,1355,0,False,True,False
284,1333,200,0,0,0,0,16,0.0,0,232,0,6,0,0,111.2,1232,0,False,False,False
285,1712,375,0,0,3,1,193,0.0,3,0,0,232,0,0,139.6,12,0,False,True,False
286,6950,550,0,0,0,25,2,0.0,0,0,0,7,0,0,44.3,705,0,True,False,False
287,2069,200,0,0,0,170,2,0.0,0,0,0,5,0,0,44.1,584,0,True,False,False
288,1145,200,0,0,0,0,36,0.0,0,0,0,33,0,0,129.7,57,0,False,True,False
289,1732,200,0,0,0,4,3,0.0,0,0,0,2,0,0,44.5,669,0,True,False,False
290,6262,506,0,0,1,4,45,0.0,0,1,0,75,0,0,112.3,1062,0,False,True,False
